SEXO;IDADE;RENDA;CODCBO;PROFISSAO;ESTADO_CIVIL
F;55;12021,10;142605;GERENTE DE PESQUISA E DESENVOL;CASADO(A)
M;38;1645,66;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;29;1623,86;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;34;1265,92;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
F;42;2796,03;354125;ASSISTENTE DE VENDAS;SOLTEIRO(A)
F;43;5716,31;241010;ADVOGADO DE EMPRESA;CASADO(A)
M;41;2237,91;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;49;2307,12;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;35;2330,47;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;36;3406,09;313105;ELETROTECNICO;CASADO(A)
F;25;519,87;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;44;1761,87;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
F;33;1173,17;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;48;7911,19;142305;GERENTE COMERCIAL;CASADO(A)
M;30;7346,21;252210;CONTADOR;CASADO(A)
M;35;2337,65;411010;ASSISTENTE ADMINISTRATIVO;SEPARADO(A) JUDICIALMENTE
M;33;1175,15;992120;LAVADOR DE PECAS;SOLTEIRO(A)
M;31;1518,86;313105;ELETROTECNICO;SOLTEIRO(A)
M;44;15035,84;142305;GERENTE COMERCIAL;CASADO(A)
F;30;1749,20;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;48;11077,00;520110;SUPERVISOR DE VENDAS COMERCIAL;OUTROS
M;32;2395,99;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;52;4724,44;212405;ANALISTA DE SISTEMA;CASADO(A)
M;48;9685,92;142305;GERENTE COMERCIAL;CASADO(A)
M;48;4881,53;313105;ELETROTECNICO;CASADO(A)
M;44;2986,75;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;53;4819,96;354125;ASSISTENTE DE VENDAS;OUTROS
M;46;4869,03;914425;MECANICO DE VEICULOS AUTOMOTOR;OUTROS
M;28;2795,19;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;37;1621,65;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;56;2596,61;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;27;1542,23;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;27;1901,79;414105;ALMOXARIFE;SOLTEIRO(A)
M;29;1591,82;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;38;1548,21;862150;OPERADOR DE MAQUINAS FIXAS, EM;SOLTEIRO(A)
F;46;2937,03;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
M;48;1865,73;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;33;7120,94;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;53;8288,65;142305;GERENTE COMERCIAL;CASADO(A)
M;45;6789,30;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
M;48;3112,85;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;56;4174,56;342115;CONTROLADOR DE SERV DE MAQ E V;OUTROS
M;28;3069,46;252725;ANALISTA DE GESTÃO DE ESTOQUE;SOLTEIRO(A)
M;65;1100,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
F;34;4654,35;252210;CONTADOR;CASADO(A)
M;46;3420,84;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;30;3925,90;313105;ELETROTECNICO;SOLTEIRO(A)
M;32;2734,85;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;41;1955,83;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;55;1664,25;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;47;4869,03;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;43;4957,72;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;35;3588,07;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;25;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;23;1542,24;414105;ALMOXARIFE;SOLTEIRO(A)
M;39;3774,08;354205;COMPRADOR;CASADO(A)
M;35;4006,56;313105;ELETROTECNICO;CASADO(A)
M;40;2604,87;313105;ELETROTECNICO;CASADO(A)
M;42;4022,91;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;29;2246,75;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;41;8234,56;142405;GERENTE DE COMPRAS;SOLTEIRO(A)
F;45;2754,01;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;21;630,55;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;3549,90;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
M;42;2952,88;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
F;30;2957,07;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
M;38;1100,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
F;56;5625,43;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;27;2572,90;313105;ELETROTECNICO;SOLTEIRO(A)
M;34;5323,33;252210;CONTADOR;SOLTEIRO(A)
M;32;4075,28;214405;ENGENHEIRO MECANICO;SOLTEIRO(A)
M;31;1576,37;414105;ALMOXARIFE;SOLTEIRO(A)
M;51;16707,72;141605;GERENTE DE OPERACOES DE TRANSP;CASADO(A)
M;37;3194,89;313105;ELETROTECNICO;SOLTEIRO(A)
F;45;3182,13;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;34;3947,00;252210;CONTADOR;SOLTEIRO(A)
M;42;7141,43;141420;GERENTE DE OPERACOES DE SERVICOS DE ASSI;SOLTEIRO(A)
F;28;2631,83;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
M;32;5810,05;860115;SUPERVISOR DE OPERAÇÃO ELÉTRICA (GERA;CASADO(A)
M;59;2214,24;782220;OPERADOR DE EMPILHADEIRA;SEPARADO(A) JUDICIALMENTE
M;36;2329,09;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;36;3916,67;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;20;692,32;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;30;1901,79;414105;ALMOXARIFE;OUTROS
M;32;2384,51;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;61;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;42;2510,57;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
F;28;4590,41;253405;ANALISTA DE MÍDIAS SOCIAIS;SOLTEIRO(A)
M;33;4453,91;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
F;33;2066,79;411010;ASSISTENTE ADMINISTRATIVO;SEPARADO(A) JUDICIALMENTE
M;33;1693,85;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;36;2139,93;414105;ALMOXARIFE;SOLTEIRO(A)
M;24;1632,77;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;29;3698,71;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
M;34;3852,07;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;47;4930,96;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
M;25;1563,27;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;32;3905,03;910210;SUPERVISOR DA MANUT E REPAR DE;CASADO(A)
F;44;2602,84;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;30;3404,83;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;39;9812,68;414210;ANOTADOR DE PRODUCAO;CASADO(A)
M;42;2754,83;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;49;3179,70;354205;COMPRADOR;CASADO(A)
F;40;7346,21;252210;CONTADOR;SOLTEIRO(A)
M;24;1504,16;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;38;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;24;1585,23;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;38;1644,11;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;33;5323,33;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;57;2801,24;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;39;3622,06;212405;ANALISTA DE SISTEMA;CASADO(A)
M;27;2230,23;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;33;1550,68;414105;ALMOXARIFE;SOLTEIRO(A)
M;22;704,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;19;704,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;31;2551,16;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;23;1300,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;25;1611,77;414105;ALMOXARIFE;SOLTEIRO(A)
M;30;4235,85;214405;ENGENHEIRO MECANICO;CASADO(A)
M;39;1750,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;36;2720,82;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;38;1944,04;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;19;792,55;414140;AUXILIAR DE LOGISTICA;SOLTEIRO(A)
F;34;1901,95;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;40;2831,52;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;22;663,39;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;56;2469,57;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;43;13600,00;142320;GERENTE DE VENDAS;CASADO(A)
F;29;3080,25;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;38;2692,64;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;24;3671,65;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
F;21;1746,68;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;21;2995,23;313105;ELETROTECNICO;SOLTEIRO(A)
M;16;851,97;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;24;1960,61;784205;AUXILIAR DE LINHA DE PRODUCAO;SOLTEIRO(A)
F;40;3857,50;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;25;2660,61;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;21;2463,92;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;40;3744,62;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;20;1915,43;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;40;3279,63;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;47;3493,63;313105;ELETROTECNICO;CASADO(A)
F;45;4590,42;411010;ASSISTENTE ADMINISTRATIVO;SEPARADO(A) JUDICIALMENTE
M;17;769,82;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;28;3671,65;252725;ANALISTA DE GESTÃO DE ESTOQUE;SOLTEIRO(A)
M;35;3899,96;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;62;3647,02;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;17;761,55;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;55;2660,61;782305;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A)
M;25;2556,25;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;37;4952,32;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;32;5795,06;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;60;2070,50;514310;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A)
M;17;832,85;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;30;4456,11;214405;ENGENHEIRO MECANICO;CASADO(A)
M;44;6983,78;313105;ELETROTECNICO;SOLTEIRO(A)
M;34;4590,42;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
M;26;3725,50;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;20;774,99;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;50;4290,00;313105;ELETROTECNICO;CASADO(A)
M;18;748,64;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;61;2756,11;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;28;4310,25;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;48;4452,52;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;50;2463,92;992120;LAVADOR DE PECAS;CASADO(A)
M;26;2374,84;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;34;4082,72;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;27;2997,37;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;35;2997,37;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
M;45;3856,69;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;46;3036,91;300305;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A)
M;23;1823,58;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;31;3250,58;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;44;5381,94;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;25;2823,64;313105;ELETROTECNICO;SOLTEIRO(A)
M;36;1750,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;24;2643,29;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;52;3793,67;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;44;2583,48;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
F;37;3000,19;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;42;3200,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;43;1598,04;782510;MOTORISTA DE CAMINHAO;CASADO(A)
M;51;1816,85;414105;ALMOXARIFE;SOLTEIRO(A)
F;39;2238,28;252210;CONTADOR;SOLTEIRO(A)
M;36;1207,24;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
M;41;1602,92;782515;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A)
M;37;2441,68;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;51;2824,41;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;36;915,87;782510;MOTORISTA DE CAMINHAO;SOLTEIRO(A)
M;44;1561,61;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;51;1883,44;313105;ELETROTECNICO;CASADO(A)
M;49;864,00;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;58;2347,50;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;74;1920,92;411010;ASSISTENTE ADMINISTRATIVO;DESQUITADO(A)
F;50;2924,58;252305;SECRETARIA(O) EXECUTIVA(O);SOLTEIRO(A)
M;51;5323,40;520110;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A)
M;53;4011,12;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;69;12410,30;142320;GERENTE DE VENDAS;CASADO(A)
M;59;3520,65;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;46;3508,33;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;45;860,00;313105;ELETROTECNICO;SOLTEIRO(A)
M;32;971,22;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;43;6208,72;142320;GERENTE DE VENDAS;SOLTEIRO(A)
M;37;2754,83;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;37;1065,00;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;51;1924,38;351605;TECNICO EM SEGURANCA DO TRABAL;CASADO(A)
M;40;2164,64;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;36;1972,29;313105;ELETROTECNICO;SOLTEIRO(A)
M;55;1600,00;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;32;600,00;0;SEM CBO;SOLTEIRO(A)
M;54;1446,84;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;47;3082,56;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;35;1309,14;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;35;1951,12;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
M;53;2038,42;517410;PORTEIRO DE EDIFICIOS;SEPARADO(A) JUDICIALMENTE
F;42;2000,90;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;38;4605,84;354125;ASSISTENTE DE VENDAS;CASADO(A)
M;49;2709,22;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;47;1626,69;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;48;10558,61;142305;GERENTE COMERCIAL;CASADO(A)
F;43;1565,33;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;29;453,68;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;48;2222,30;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;43;4628,89;142330;ANALISTA DE NEGOCIOS;SOLTEIRO(A)
M;64;7342,31;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;49;2530,00;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;46;1971,50;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;33;3994,34;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;33;1200,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;51;14259,41;410105;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A)
M;43;1587,52;313105;ELETROTECNICO;CASADO(A)
M;38;1577,28;313105;ELETROTECNICO;SOLTEIRO(A)
M;49;1926,56;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;37;2128,30;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;38;1956,13;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;58;1056,99;782510;MOTORISTA DE CAMINHAO;OUTROS
M;36;1682,53;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;38;913,75;313105;ELETROTECNICO;SOLTEIRO(A)
M;40;3075,68;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;42;4657,34;252725;ANALISTA DE GESTÃO DE ESTOQUE;CASADO(A)
M;36;2501,67;252210;CONTADOR;SOLTEIRO(A)
M;47;3117,30;910205;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;CASADO(A)
F;40;3976,54;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;40;1345,91;313105;ELETROTECNICO;CASADO(A)
M;38;2131,59;413105;ANALISTA DE FOLHA DE PAGAMENTO;SOLTEIRO(A)
M;56;2979,06;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;30;1440,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
F;33;1718,87;414215;CONFERENTE DE CARGA E DESCARGA;CASADO(A)
M;43;1020,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;59;2562,56;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;34;1293,48;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;42;2061,77;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;34;1737,51;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;32;2562,31;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;35;2565,71;252210;CONTADOR;SOLTEIRO(A)
F;42;2349,07;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;60;4931,28;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;43;1488,72;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;50;7114,09;212405;ANALISTA DE SISTEMA;SOLTEIRO(A)
M;45;11349,22;142210;GERENTE DE DEPARTAMENTO PESSOA;CASADO(A)
F;42;1792,85;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;41;2217,33;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
F;35;2565,73;252210;CONTADOR;CASADO(A)
M;33;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;39;1974,72;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;32;1293,48;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;43;1390,62;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;30;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;49;3290,40;910210;SUPERVISOR DA MANUT E REPAR DE;CASADO(A)
M;54;6840,47;212405;ANALISTA DE SISTEMA;CASADO(A)
F;52;1936,96;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
F;37;1124,93;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;28;3574,86;252210;CONTADOR;SOLTEIRO(A)
M;29;1491,84;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;43;1020,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
F;33;1303,63;411005;AUXILIAR DE ESCRITORIO, EM GER;OUTROS
M;37;2974,50;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
F;37;1793,56;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;34;1467,73;313105;ELETROTECNICO;SOLTEIRO(A)
M;38;1665,33;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;34;1899,99;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;23;521,50;414140;AUXILIAR DE LOGISTICA;SOLTEIRO(A)
M;34;3583,33;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;29;1542,23;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;46;1775,77;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;36;1861,52;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;39;1607,52;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;42;1354,61;992120;LAVADOR DE PECAS;SOLTEIRO(A)
M;33;1590,45;313105;ELETROTECNICO;SOLTEIRO(A)
F;38;1554,46;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
F;28;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;47;3795,46;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
F;23;658,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;22;569,26;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;27;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;48;5505,87;354125;ASSISTENTE DE VENDAS;CASADO(A)
M;45;1425,10;414105;ALMOXARIFE;CASADO(A)
M;31;1548,21;862150;OPERADOR DE MAQUINAS FIXAS, EM;SOLTEIRO(A)
F;30;2580,02;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;48;2127,54;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;39;1999,79;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;45;5593,30;410205;SUPERVISOR DE ALMOXARIFADO;SOLTEIRO(A)
M;25;638,78;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;47;2904,91;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;34;2937,03;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
M;28;4202,24;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;44;2420,70;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;51;2920,83;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;61;2692,64;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
F;34;1907,12;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;45;3372,72;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;55;2401,81;782305;MOTORISTA DE CARRO DE PASSEIO;SOLTEIRO(A)
M;22;553,94;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;61;2500,00;623110;TRABALHADOR DA PECUARIA (BOVIN;DESQUITADO(A)
M;34;6633,77;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;40;4002,75;313105;ELETROTECNICO;CASADO(A)
M;31;4053,12;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;37;2493,09;914425;MECANICO DE VEICULOS AUTOMOTOR;OUTROS
M;44;1300,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;34;4897,96;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;39;3645,03;252725;ANALISTA DE GESTÃO DE ESTOQUE;SOLTEIRO(A)
M;26;4532,02;313105;ELETROTECNICO;SOLTEIRO(A)
M;45;1260,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;33;3111,12;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;37;2491,82;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;21;658,72;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;32;3004,55;253115;AGENTE PUBLICITARIO;OUTROS
M;41;3407,46;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;42;2603,57;313105;ELETROTECNICO;SOLTEIRO(A)
M;24;2824,42;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;43;4852,52;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;29;1554,46;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
