SEXO;IDADE;RENDA;PROFISSAO;ESTADO_CIVIL;;
M;39;1978;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;46;3119;MOTORISTA OPER DE GUINCHO;SEPARADO(A) JUDICIALMENTE;;
M;46;1602;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;46;2480;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;54;2020;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A);;
M;44;1758;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;62;1533;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;56;1584;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;59;1533;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;56;1602;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;44;2583;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;41;1602;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A);;
M;44;1373;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;44;1761;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;42;1834;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;39;3596;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;52;3083;MOTORISTA OPER DE GUINCHO;SEPARADO(A) JUDICIALMENTE;;
M;54;1394;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;54;3306;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A);;
M;48;1865;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;65;1997;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;48;3083;MOTORISTA OPER DE GUINCHO;CASADO(A);;
M;59;2214;OPERADOR DE EMPILHADEIRA;SEPARADO(A) JUDICIALMENTE;;
M;33;2377;OPERADOR DE EMPILHADEIRA;SOLTEIRO(A);;
M;46;2385;OPERADOR DE EMPILHADEIRA;CASADO(A);;
M;50;1606;OPERADOR DE EMPILHADEIRA;DIVORCIADO(A);;
M;35;2484;OPERADOR DE EMPILHADEIRA;CASADO(A);;
M;40;2214;OPERADOR DE EMPILHADEIRA;SOLTEIRO(A);;
M;31;1548;OPERADOR DE MAQUINAS FIXAS;SOLTEIRO(A);SOLTEIRO(A);VERDADEIRO
M;38;1548;OPERADOR DE MAQUINAS FIXAS;SOLTEIRO(A);SOLTEIRO(A);VERDADEIRO
M;53;2038;PORTEIRO DE EDIFICIOS;SEPARADO(A) JUDICIALMENTE;;
M;40;2180;PORTEIRO DE EDIFICIOS;OUTROS;;
M;40;1968;PORTEIRO DE EDIFICIOS;OUTROS;;
M;52;1542;PORTEIRO DE EDIFICIOS;CASADO(A);;
M;54;2070;PORTEIRO DE EDIFICIOS;SEPARADO(A) JUDICIALMENTE;;
M;54;1869;PORTEIRO DE EDIFICIOS;SEPARADO(A) JUDICIALMENTE;;
F;37;920;EM GERAL;SOLTEIRO(A);;
F;33;940;RECEPCIONISTA;SOLTEIRO(A);SOLTEIRO(A);VERDADEIRO
F;34;920;EM GERAL;SOLTEIRO(A);;
F;27;1542;RECEPCIONISTA;SOLTEIRO(A);SOLTEIRO(A);VERDADEIRO
F;48;5378;SECRETARIA(O) EXECUTIVA(O);SOLTEIRO(A);;
F;48;3216;SECRETARIA(O) EXECUTIVA(O);OUTROS;;
F;48;5958;SECRETARIA(O) EXECUTIVA(O);SOLTEIRO(A);;
F;53;3749;SECRETARIA(O) EXECUTIVA(O);CASADO(A);;
F;44;3216;SECRETARIA(O) EXECUTIVA(O);CASADO(A);;
F;50;2924;SECRETARIA(O) EXECUTIVA(O);SOLTEIRO(A);;
M;55;2858;SUPERVISOR ADMINISTRATIVO;OUTROS;;
M;47;3922;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
F;51;14259;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A);;
M;55;5772;SUPERVISOR ADMINISTRATIVO;OUTROS;;
F;51;5628;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A);;
M;55;3325;SUPERVISOR ADMINISTRATIVO;OUTROS;;
M;55;5211;SUPERVISOR ADMINISTRATIVO;OUTROS;;
M;49;6955;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
M;33;9867;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
F;41;8044;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
F;51;3967;SUPERVISOR ADMINISTRATIVO;OUTROS;;
M;49;6279;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
M;44;5840;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
M;55;3036;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
M;33;7829;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A);;
M;46;4482;SUPERVISOR ADMINISTRATIVO;CASADO(A);;
M;33;4912;SUPERVISOR DA MANUT E REPAR DE;OUTROS;;
M;50;5958;SUPERVISOR DA MANUT E REPAR DE;SOLTEIRO(A);;
M;33;5167;SUPERVISOR DA MANUT E REPAR DE;OUTROS;;
M;39;2405;SUPERVISOR DA MANUT E REPAR DE;CASADO(A);;
M;49;3290;SUPERVISOR DA MANUT E REPAR DE;CASADO(A);;
M;32;3905;SUPERVISOR DA MANUT E REPAR DE;CASADO(A);;
M;33;3553;SUPERVISOR DA MANUT E REPAR DE;SOLTEIRO(A);;
M;33;3774;SUPERVISOR DA MANUT E REPAR DE;SEPARADO(A) JUDICIALMENTE;;
M;50;5378;SUPERVISOR DA MANUT E REPAR DE;SOLTEIRO(A);;
M;47;3117;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;CASADO(A);;
M;46;3380;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;SOLTEIRO(A);;
M;51;11100;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;CASADO(A);;
M;32;8716;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;SOLTEIRO(A);;
M;32;6656;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;SOLTEIRO(A);;
M;27;7509;SUPERVISOR DE ALMOXARIFADO;SOLTEIRO(A);;
F;42;9841;SUPERVISOR DE ALMOXARIFADO;CASADO(A);;
M;46;3393;SUPERVISOR DE ALMOXARIFADO;CASADO(A);;
M;45;5593;SUPERVISOR DE ALMOXARIFADO;SOLTEIRO(A);;
M;48;7761;SUPERVISOR DE ALMOXARIFADO;CASADO(A);;
M;75;1578;SUPERVISOR DE ALMOXARIFADO;CASADO(A);;
M;39;4053;SUPERVISOR DE ALMOXARIFADO;CASADO(A);;
M;59;4260;SUPERVISOR DE CREDITO E COBRAN;CASADO(A);;
M;59;8044;SUPERVISOR DE CREDITO E COBRAN;CASADO(A);;
M;50;3664;SUPERVISOR DE CREDITO E COBRAN;CASADO(A);;
M;57;2389;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;45;7808;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;29;9354;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;39;7443;SUPERVISOR DE LOGÍSTICA;OUTROS;;
M;45;7422;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;70;3452;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;45;6789;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
F;49;5625;SUPERVISOR DE LOGÍSTICA;OUTROS;;
M;51;3774;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A);;
M;40;7808;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;31;5799;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A);;
M;57;2997;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;30;4435;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A);;
F;42;6002;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A);;
M;46;7069;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A);;
M;29;9841;SUPERVISOR DE LOGÍSTICA;CASADO(A);;
M;66;6694;SUPERVISOR DE MANUTENCAO ELETR;CASADO(A);;
M;32;5810;SUPERVISOR DE OPERAÇÃO ELÉTRICA (GERA;CASADO(A);;
M;64;1924;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A);;
M;44;2795;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A);;
M;40;9402;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A);;
M;67;6808;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;59;6966;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A);;
M;57;4295;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;80;8549;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;44;4725;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;51;5323;SUPERVISOR DE VENDAS COMERCIAL;SOLTEIRO(A);;
M;60;3523;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;61;1708;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;47;3653;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;57;4082;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;51;2581;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;42;4528;SUPERVISOR DE VENDAS COMERCIAL;OUTROS;;
M;67;6146;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;47;4519;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
M;42;9687;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A);;
F;45;2663;TECNICO DE GARANTIA DA QUALIDA;CASADO(A);;
F;37;2662;TECNICO DE GARANTIA DA QUALIDA;CASADO(A);;
F;37;3148;TECNICO DE GARANTIA DA QUALIDA;CASADO(A);;
F;38;2662;TECNICO DE GARANTIA DA QUALIDA;SOLTEIRO(A);;
F;45;2860;TECNICO DE GARANTIA DA QUALIDA;CASADO(A);;
M;47;6492;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;31;3549;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;28;3173;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A);;
M;46;3036;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A);;
M;30;4435;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A);;
M;47;4930;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;47;3795;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;38;3363;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;30;3491;TÉCNICO EM ELETROMECÂNICA;CASADO(A);;
M;38;3686;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A);;
M;57;3205;TÉCNICO EM ELETROMECÂNICA;SEPARADO(A) JUDICIALMENTE;;
M;27;2449;TÉCNICO EM ELETROMECÂNICA;SEPARADO(A) JUDICIALMENTE;;
M;40;3886;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A);;
F;32;3080;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A);;
M;26;2857;TECNICO EM SEGURANCA DO TRABAL;CASADO(A);;
M;36;6840;TECNICO EM SEGURANCA DO TRABAL;CASADO(A);;
M;40;3584;TECNICO EM SEGURANCA DO TRABAL;CASADO(A);;
M;41;1924;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A);;
F;41;3622;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A);;
M;51;1924;TECNICO EM SEGURANCA DO TRABAL;CASADO(A);;
M;24;2856;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A);;
M;44;2092;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A);;
M;30;3232;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A);;
M;45;2349;TRABALHADOR AGROPECUARIO EM GE;CASADO(A);;
M;49;3032;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A);;
M;21;3185;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A);;
M;41;3484;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;2734;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;36;3239;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;51;4452;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;36;3916;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;44;3120;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;60;2754;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;38;2692;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;50;3130;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;32;3532;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;31;3111;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;5441;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;4807;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;28;2374;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;26;2374;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;37;3588;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;4175;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;44;5381;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;57;1597;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
F;39;3116;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;40;3647;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;59;3520;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;41;3508;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2608;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;51;1875;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;53;2569;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;2891;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;32;2484;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;2151;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;35;3090;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;53;4082;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;62;3473;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;37;3520;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;39;1607;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;44;2986;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;41;3387;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;1799;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;49;4156;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;37;2613;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;26;2072;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;40;3355;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;46;2385;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;56;2469;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;28;3008;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;47;2651;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;3520;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;43;3761;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;42;3051;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;28;1921;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;45;3746;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;36;4522;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;41;4952;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2973;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;34;4522;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;60;3703;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;38;1480;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;53;4011;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;46;1908;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;58;1731;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;52;1869;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;62;4175;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;61;1978;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;54;1596;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;55;1732;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;54;2516;VENDEDOR EM COMERCIO ATACADIST;DIVORCIADO(A);;
M;38;2422;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;56;2979;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;53;2374;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;46;2520;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;47;2618;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;30;1884;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;34;3583;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;48;4306;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;47;3182;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;2757;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;39;1999;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;47;2734;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;1624;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;45;2754;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;44;2099;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;29;2268;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;42;2754;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;35;3387;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
F;58;2600;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;28;2484;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;53;4522;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;4823;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;36;3865;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;37;3277;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;3219;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;36;3842;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;31;3250;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;3703;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;68;2278;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;41;1597;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;47;1596;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;55;1897;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;3075;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;32;2143;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;47;2568;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;45;1612;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;54;2057;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;49;1887;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;46;1601;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;1731;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;48;2298;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;37;1793;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2844;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;2268;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
F;27;2268;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;47;2904;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;44;2691;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;45;3171;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;42;2952;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;45;1466;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;36;5072;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;48;1601;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;52;1936;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
F;50;2466;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;1491;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;3072;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;46;2307;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;56;2493;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;56;2596;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;60;4138;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;45;2846;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;46;3725;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;32;3702;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;40;2338;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;51;1999;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;37;3556;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;31;2551;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;32;2374;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;32;2744;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;3899;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;4405;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;32;2306;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;62;3647;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;35;2484;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;37;4952;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;45;1944;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;3702;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;50;2754;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;42;2466;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;36;3520;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;39;2005;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;47;1337;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;34;1513;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;49;3345;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;38;2382;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;53;2830;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;59;2562;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;32;2562;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;38;1989;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;28;1645;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;35;1360;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;44;3916;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;46;1775;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;31;3237;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;67;3702;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;44;2420;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;61;2692;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;37;4082;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;44;2559;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;36;3369;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;42;2510;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;50;2905;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;35;3520;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2831;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;35;3588;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;35;3899;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;37;2600;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;41;4522;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;4452;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;34;4082;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;61;2682;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
F;36;3407;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;3112;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;35;2273;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;3387;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;66;2291;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;41;3465;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;34;3135;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;57;2151;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;59;2004;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;34;3852;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;4022;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;3520;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;32;3030;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;3532;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;3703;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;39;4107;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;32;5795;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;41;4470;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;1580;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;49;1461;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;45;1490;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;62;1536;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
